study_id,start_date,end_date,total_cases,suspected_cases,confirmed_cases,probable_cases,date_onset,date_confirmation
Davis 2018,2017-02-08,2017-02-08,8,8,,,T,F
Davis 2018,2017-02-09,2017-02-09,3,3,,,T,F
Davis 2018,2017-02-10,2017-02-10,8,8,,,T,F
Davis 2018,2017-02-11,2017-02-11,8,8,,,T,F
Davis 2018,2017-02-12,2017-02-12,3,3,,,T,F
Davis 2018,2017-02-13,2017-02-13,8,8,,,T,F
Davis 2018,2017-02-14,2017-02-14,10,10,,,T,F
Davis 2018,2017-02-15,2017-02-15,6,6,,,T,F
Davis 2018,2017-02-16,2017-02-16,3,3,,,T,F
Davis 2018,2017-02-17,2017-02-17,5,5,,,T,F
Davis 2018,2017-02-18,2017-02-18,10,10,,,T,F
Davis 2018,2017-02-19,2017-02-19,8,8,,,T,F
Davis 2018,2017-02-20,2017-02-20,4,4,,,T,F
Davis 2018,2017-02-21,2017-02-21,4,4,,,T,F
Davis 2018,2017-02-22,2017-02-22,8,8,,,T,F
Davis 2018,2017-02-23,2017-02-23,7,7,,,T,F
Davis 2018,2017-02-24,2017-02-24,8,8,,,T,F
Davis 2018,2017-02-25,2017-02-25,4,4,,,T,F
Davis 2018,2017-02-26,2017-02-26,3,3,,,T,F
Davis 2018,2017-02-27,2017-02-27,4,4,,,T,F
Davis 2018,2017-02-28,2017-02-28,10,10,,,T,F
Davis 2018,2017-03-01,2017-03-01,3,3,,,T,F
Davis 2018,2017-03-02,2017-03-02,4,4,,,T,F
Davis 2018,2017-03-03,2017-03-03,2,2,,,T,F
Davis 2018,2017-03-04,2017-03-04,4,4,,,T,F
Davis 2018,2017-03-05,2017-03-05,2,2,,,T,F
Davis 2018,2017-03-06,2017-03-06,2,2,,,T,F
Davis 2018,2017-03-07,2017-03-07,1,1,,,T,F
Davis 2018,2017-03-08,2017-03-08,0,0,,,T,F
N'Cho 2019,2017-10-01,2017-10-01,1,1,,,T,F
N'Cho 2019,2017-10-02,2017-10-02,0,0,,,T,F
N'Cho 2019,2017-10-03,2017-10-03,3,3,,,T,F
N'Cho 2019,2017-10-04,2017-10-04,0,0,,,T,F
N'Cho 2019,2017-10-05,2017-10-05,0,0,,,T,F
N'Cho 2019,2017-10-06,2017-10-06,0,0,,,T,F
N'Cho 2019,2017-10-07,2017-10-07,1,1,,,T,F
N'Cho 2019,2017-10-08,2017-10-08,0,0,,,T,F
N'Cho 2019,2017-10-09,2017-10-09,0,0,,,T,F
N'Cho 2019,2017-10-10,2017-10-10,12,12,,,T,F
N'Cho 2019,2017-10-11,2017-10-11,4,4,,,T,F
N'Cho 2019,2017-10-12,2017-10-12,16,16,,,T,F
N'Cho 2019,2017-10-13,2017-10-13,9,9,,,T,F
N'Cho 2019,2017-10-14,2017-10-14,18,18,,,T,F
N'Cho 2019,2017-10-15,2017-10-15,14,14,,,T,F
N'Cho 2019,2017-10-16,2017-10-16,19,19,,,T,F
N'Cho 2019,2017-10-17,2017-10-17,31,31,,,T,F
N'Cho 2019,2017-10-18,2017-10-18,21,21,,,T,F
N'Cho 2019,2017-10-19,2017-10-19,26,26,,,T,F
N'Cho 2019,2017-10-20,2017-10-20,43,43,,,T,F
N'Cho 2019,2017-10-21,2017-10-21,15,15,,,T,F
N'Cho 2019,2017-10-22,2017-10-22,23,23,,,T,F
N'Cho 2019,2017-10-23,2017-10-23,30,30,,,T,F
N'Cho 2019,2017-10-24,2017-10-24,37,37,,,T,F
N'Cho 2019,2017-10-25,2017-10-25,28,28,,,T,F
N'Cho 2019,2017-10-26,2017-10-26,36,36,,,T,F
N'Cho 2019,2017-10-27,2017-10-27,43,43,,,T,F
N'Cho 2019,2017-10-28,2017-10-28,31,31,,,T,F
N'Cho 2019,2017-10-29,2017-10-29,32,32,,,T,F
N'Cho 2019,2017-10-30,2017-10-30,51,51,,,T,F
N'Cho 2019,2017-10-31,2017-10-31,34,34,,,T,F
N'Cho 2019,2017-11-01,2017-11-01,41,41,,,T,F
N'Cho 2019,2017-11-02,2017-11-02,45,45,,,T,F
N'Cho 2019,2017-11-03,2017-11-03,32,32,,,T,F
N'Cho 2019,2017-11-04,2017-11-04,23,23,,,T,F
N'Cho 2019,2017-11-05,2017-11-05,40,40,,,T,F
N'Cho 2019,2017-11-06,2017-11-06,43,43,,,T,F
N'Cho 2019,2017-11-07,2017-11-07,41,41,,,T,F
N'Cho 2019,2017-11-08,2017-11-08,30,30,,,T,F
N'Cho 2019,2017-11-09,2017-11-09,24,24,,,T,F
N'Cho 2019,2017-11-10,2017-11-10,51,51,,,T,F
N'Cho 2019,2017-11-11,2017-11-11,32,32,,,T,F
N'Cho 2019,2017-11-12,2017-11-12,35,35,,,T,F
N'Cho 2019,2017-11-13,2017-11-13,45,45,,,T,F
N'Cho 2019,2017-11-14,2017-11-14,31,31,,,T,F
N'Cho 2019,2017-11-15,2017-11-15,29,29,,,T,F
N'Cho 2019,2017-11-16,2017-11-16,20,20,,,T,F
N'Cho 2019,2017-11-17,2017-11-17,20,20,,,T,F
N'Cho 2019,2017-11-18,2017-11-18,14,14,,,T,F
N'Cho 2019,2017-11-19,2017-11-19,49,49,,,T,F
N'Cho 2019,2017-11-20,2017-11-20,45,45,,,T,F
N'Cho 2019,2017-11-21,2017-11-21,30,30,,,T,F
N'Cho 2019,2017-11-22,2017-11-22,27,27,,,T,F
N'Cho 2019,2017-11-23,2017-11-23,28,28,,,T,F
N'Cho 2019,2017-11-24,2017-11-24,26,26,,,T,F
N'Cho 2019,2017-11-25,2017-11-25,17,17,,,T,F
N'Cho 2019,2017-11-26,2017-11-26,19,19,,,T,F
N'Cho 2019,2017-11-27,2017-11-27,29,29,,,T,F
N'Cho 2019,2017-11-28,2017-11-28,21,21,,,T,F
N'Cho 2019,2017-11-29,2017-11-29,26,26,,,T,F
N'Cho 2019,2017-11-30,2017-11-30,28,28,,,T,F
N'Cho 2019,2017-12-01,2017-12-01,31,31,,,T,F
N'Cho 2019,2017-12-02,2017-12-02,19,19,,,T,F
N'Cho 2019,2017-12-03,2017-12-03,16,16,,,T,F
N'Cho 2019,2017-12-04,2017-12-04,27,27,,,T,F
N'Cho 2019,2017-12-05,2017-12-05,26,26,,,T,F
N'Cho 2019,2017-12-06,2017-12-06,12,12,,,T,F
N'Cho 2019,2017-12-07,2017-12-07,11,11,,,T,F
N'Cho 2019,2017-12-08,2017-12-08,16,16,,,T,F
N'Cho 2019,2017-12-09,2017-12-09,10,10,,,T,F
N'Cho 2019,2017-12-10,2017-12-10,20,20,,,T,F
N'Cho 2019,2017-12-11,2017-12-11,22,22,,,T,F
N'Cho 2019,2017-12-12,2017-12-12,29,29,,,T,F
N'Cho 2019,2017-12-13,2017-12-13,23,23,,,T,F
N'Cho 2019,2017-12-14,2017-12-14,13,13,,,T,F
N'Cho 2019,2017-12-15,2017-12-15,37,37,,,T,F
N'Cho 2019,2017-12-16,2017-12-16,15,15,,,T,F
N'Cho 2019,2017-12-17,2017-12-17,18,18,,,T,F
N'Cho 2019,2017-12-18,2017-12-18,18,18,,,T,F
N'Cho 2019,2017-12-19,2017-12-19,35,35,,,T,F
N'Cho 2019,2017-12-20,2017-12-20,23,23,,,T,F
N'Cho 2019,2017-12-21,2017-12-21,12,12,,,T,F
N'Cho 2019,2017-12-22,2017-12-22,16,16,,,T,F
N'Cho 2019,2017-12-23,2017-12-23,19,19,,,T,F
N'Cho 2019,2017-12-24,2017-12-24,17,17,,,T,F
N'Cho 2019,2017-12-25,2017-12-25,19,19,,,T,F
N'Cho 2019,2017-12-26,2017-12-26,13,13,,,T,F
N'Cho 2019,2017-12-27,2017-12-27,13,13,,,T,F
N'Cho 2019,2017-12-28,2017-12-28,9,9,,,T,F
N'Cho 2019,2017-12-29,2017-12-29,13,13,,,T,F
N'Cho 2019,2017-12-30,2017-12-30,8,8,,,T,F
N'Cho 2019,2017-12-31,2017-12-31,14,14,,,T,F
N'Cho 2019,2018-01-01,2018-01-01,18,18,,,T,F
N'Cho 2019,2018-01-02,2018-01-02,20,20,,,T,F
N'Cho 2019,2018-01-03,2018-01-03,17,17,,,T,F
N'Cho 2019,2018-01-04,2018-01-04,17,17,,,T,F
N'Cho 2019,2018-01-05,2018-01-05,22,22,,,T,F
N'Cho 2019,2018-01-06,2018-01-06,16,16,,,T,F
N'Cho 2019,2018-01-07,2018-01-07,8,8,,,T,F
N'Cho 2019,2018-01-08,2018-01-08,14,14,,,T,F
N'Cho 2019,2018-01-09,2018-01-09,17,17,,,T,F
N'Cho 2019,2018-01-10,2018-01-10,24,24,,,T,F
N'Cho 2019,2018-01-11,2018-01-11,19,19,,,T,F
N'Cho 2019,2018-01-12,2018-01-12,22,22,,,T,F
N'Cho 2019,2018-01-13,2018-01-13,24,24,,,T,F
N'Cho 2019,2018-01-14,2018-01-14,19,19,,,T,F
N'Cho 2019,2018-01-15,2018-01-15,26,26,,,T,F
N'Cho 2019,2018-01-16,2018-01-16,25,25,,,T,F
N'Cho 2019,2018-01-17,2018-01-17,26,26,,,T,F
N'Cho 2019,2018-01-18,2018-01-18,26,26,,,T,F
N'Cho 2019,2018-01-19,2018-01-19,20,20,,,T,F
N'Cho 2019,2018-01-20,2018-01-20,26,26,,,T,F
N'Cho 2019,2018-01-21,2018-01-21,30,30,,,T,F
N'Cho 2019,2018-01-22,2018-01-22,18,18,,,T,F
N'Cho 2019,2018-01-23,2018-01-23,23,23,,,T,F
N'Cho 2019,2018-01-24,2018-01-24,29,29,,,T,F
N'Cho 2019,2018-01-25,2018-01-25,19,19,,,T,F
N'Cho 2019,2018-01-26,2018-01-26,26,26,,,T,F
N'Cho 2019,2018-01-27,2018-01-27,23,23,,,T,F
N'Cho 2019,2018-01-28,2018-01-28,16,16,,,T,F
N'Cho 2019,2018-01-29,2018-01-29,12,12,,,T,F
N'Cho 2019,2018-01-30,2018-01-30,6,6,,,T,F
N'Cho 2019,2018-01-31,2018-01-31,9,9,,,T,F
N'Cho 2019,2018-02-01,2018-02-01,16,16,,,T,F
N'Cho 2019,2018-02-02,2018-02-02,13,13,,,T,F
N'Cho 2019,2018-02-03,2018-02-03,5,5,,,T,F
Holt 2011,2004-01-01,2004-01-31,4,,4,,F,F
Holt 2011,2004-02-01,2004-02-29,13,,13,,F,F
Holt 2011,2004-03-01,2004-03-31,37,,37,,F,F
Holt 2011,2004-04-01,2004-04-30,24,,24,,F,F
Holt 2011,2004-05-01,2004-05-31,31,,31,,F,F
Holt 2011,2004-06-01,2004-06-30,21,,21,,F,F
Holt 2011,2004-07-01,2004-07-31,18,,18,,F,F
Holt 2011,2004-08-01,2004-08-31,13,,13,,F,F
Holt 2011,2004-09-01,2004-09-30,12,,12,,F,F
Holt 2011,2004-10-01,2004-10-31,6,,6,,F,F
Holt 2011,2004-11-01,2004-11-30,3,,3,,F,F
Holt 2011,2004-12-01,2004-12-31,6,,6,,F,F
Holt 2011,2005-01-01,2005-01-31,12,,12,,F,F
Holt 2011,2005-02-01,2005-02-28,6,,6,,F,F
Holt 2011,2005-03-01,2005-03-31,7,,7,,F,F
Holt 2011,2005-04-01,2005-04-30,10,,10,,F,F
Holt 2011,2005-05-01,2005-05-31,27,,27,,F,F
Holt 2011,2005-06-01,2005-06-30,24,,24,,F,F
Holt 2011,2005-07-01,2005-07-31,9,,9,,F,F
Holt 2011,2005-08-01,2005-08-31,4,,4,,F,F
Holt 2011,2005-09-01,2005-09-30,0,,0,,F,F
Holt 2011,2005-10-01,2005-10-31,0,,0,,F,F
Holt 2011,2005-11-01,2005-11-30,0,,0,,F,F
Holt 2011,2005-12-01,2005-12-31,1,,1,,F,F
Muti 2014,2011-10-01,2011-10-01,0,0,,,F,F
Muti 2014,2011-10-02,2011-10-02,0,0,,,F,F
Muti 2014,2011-10-03,2011-10-03,0,0,,,F,F
Muti 2014,2011-10-04,2011-10-04,0,0,,,F,F
Muti 2014,2011-10-05,2011-10-05,0,0,,,F,F
Muti 2014,2011-10-06,2011-10-06,0,0,,,F,F
Muti 2014,2011-10-07,2011-10-07,0,0,,,F,F
Muti 2014,2011-10-08,2011-10-08,0,0,,,F,F
Muti 2014,2011-10-09,2011-10-09,0,0,,,F,F
Muti 2014,2011-10-10,2011-10-10,0,0,,,F,F
Muti 2014,2011-10-11,2011-10-11,1,1,,,F,F
Muti 2014,2011-10-12,2011-10-12,1,1,,,F,F
Muti 2014,2011-10-13,2011-10-13,1,1,,,F,F
Muti 2014,2011-10-14,2011-10-14,0,0,,,F,F
Muti 2014,2011-10-15,2011-10-15,3,3,,,F,F
Muti 2014,2011-10-16,2011-10-16,3,3,,,F,F
Muti 2014,2011-10-17,2011-10-17,0,0,,,F,F
Muti 2014,2011-10-18,2011-10-18,0,0,,,F,F
Muti 2014,2011-10-19,2011-10-19,1,1,,,F,F
Muti 2014,2011-10-20,2011-10-20,0,0,,,F,F
Muti 2014,2011-10-21,2011-10-21,2,2,,,F,F
Muti 2014,2011-10-22,2011-10-22,3,3,,,F,F
Muti 2014,2011-10-23,2011-10-23,4,4,,,F,F
Muti 2014,2011-10-24,2011-10-24,1,1,,,F,F
Muti 2014,2011-10-25,2011-10-25,1,1,,,F,F
Muti 2014,2011-10-26,2011-10-26,3,3,,,F,F
Muti 2014,2011-10-27,2011-10-27,3,3,,,F,F
Muti 2014,2011-10-28,2011-10-28,5,5,,,F,F
Muti 2014,2011-10-29,2011-10-29,3,3,,,F,F
Muti 2014,2011-10-30,2011-10-30,4,4,,,F,F
Muti 2014,2011-10-31,2011-10-31,5,5,,,F,F
Muti 2014,2011-11-01,2011-11-01,11,11,,,F,F
Muti 2014,2011-11-02,2011-11-02,4,4,,,F,F
Muti 2014,2011-11-03,2011-11-03,6,6,,,F,F
Muti 2014,2011-11-04,2011-11-04,19,19,,,F,F
Muti 2014,2011-11-05,2011-11-05,16,16,,,F,F
Muti 2014,2011-11-06,2011-11-06,17,17,,,F,F
Muti 2014,2011-11-07,2011-11-07,13,13,,,F,F
Muti 2014,2011-11-08,2011-11-08,12,12,,,F,F
Muti 2014,2011-11-09,2011-11-09,6,6,,,F,F
Muti 2014,2011-11-10,2011-11-10,11,11,,,F,F
Muti 2014,2011-11-11,2011-11-11,17,17,,,F,F
Muti 2014,2011-11-12,2011-11-12,13,13,,,F,F
Muti 2014,2011-11-13,2011-11-13,22,22,,,F,F
Muti 2014,2011-11-14,2011-11-14,20,20,,,F,F
Muti 2014,2011-11-15,2011-11-15,7,7,,,F,F
Muti 2014,2011-11-16,2011-11-16,19,19,,,F,F
Muti 2014,2011-11-17,2011-11-17,13,13,,,F,F
Muti 2014,2011-11-18,2011-11-18,24,24,,,F,F
Muti 2014,2011-11-19,2011-11-19,34,34,,,F,F
Muti 2014,2011-11-20,2011-11-20,27,27,,,F,F
Muti 2014,2011-11-21,2011-11-21,17,17,,,F,F
Muti 2014,2011-11-22,2011-11-22,18,18,,,F,F
Muti 2014,2011-11-23,2011-11-23,27,27,,,F,F
Muti 2014,2011-11-24,2011-11-24,21,21,,,F,F
Muti 2014,2011-11-25,2011-11-25,19,19,,,F,F
Muti 2014,2011-11-26,2011-11-26,13,13,,,F,F
Muti 2014,2011-11-27,2011-11-27,24,24,,,F,F
Muti 2014,2011-11-28,2011-11-28,27,27,,,F,F
Muti 2014,2011-11-29,2011-11-29,41,41,,,F,F
Muti 2014,2011-11-30,2011-11-30,31,31,,,F,F
Muti 2014,2011-12-01,2011-12-01,30,30,,,F,F
Muti 2014,2011-12-02,2011-12-02,37,37,,,F,F
Muti 2014,2011-12-03,2011-12-03,30,30,,,F,F
Muti 2014,2011-12-04,2011-12-04,24,24,,,F,F
Muti 2014,2011-12-05,2011-12-05,15,15,,,F,F
Muti 2014,2011-12-06,2011-12-06,31,31,,,F,F
Muti 2014,2011-12-07,2011-12-07,26,26,,,F,F
Muti 2014,2011-12-08,2011-12-08,13,13,,,F,F
Muti 2014,2011-12-09,2011-12-09,7,7,,,F,F
Muti 2014,2011-12-10,2011-12-10,14,14,,,F,F
Muti 2014,2011-12-11,2011-12-11,20,20,,,F,F
Muti 2014,2011-12-12,2011-12-12,12,12,,,F,F
Muti 2014,2011-12-13,2011-12-13,10,10,,,F,F
Muti 2014,2011-12-14,2011-12-14,21,21,,,F,F
Muti 2014,2011-12-15,2011-12-15,13,13,,,F,F
Muti 2014,2011-12-16,2011-12-16,11,11,,,F,F
Muti 2014,2011-12-17,2011-12-17,9,9,,,F,F
Muti 2014,2011-12-18,2011-12-18,8,8,,,F,F
Muti 2014,2011-12-19,2011-12-19,11,11,,,F,F
Muti 2014,2011-12-20,2011-12-20,16,16,,,F,F
Muti 2014,2011-12-21,2011-12-21,16,16,,,F,F
Muti 2014,2011-12-22,2011-12-22,7,7,,,F,F
Muti 2014,2011-12-23,2011-12-23,17,17,,,F,F
Muti 2014,2011-12-24,2011-12-24,10,10,,,F,F
Muti 2014,2011-12-25,2011-12-25,5,5,,,F,F
Muti 2014,2011-12-26,2011-12-26,5,5,,,F,F
Muti 2014,2011-12-27,2011-12-27,7,7,,,F,F
Muti 2014,2011-12-28,2011-12-28,11,11,,,F,F
Muti 2014,2011-12-29,2011-12-29,11,11,,,F,F
Muti 2014,2011-12-30,2011-12-30,8,8,,,F,F
Muti 2014,2011-12-31,2011-12-31,4,4,,,F,F
Muti 2014,2012-01-01,2012-01-01,9,9,,,F,F
Muti 2014,2012-01-02,2012-01-02,4,4,,,F,F
Muti 2014,2012-01-03,2012-01-03,1,1,,,F,F
Muti 2014,2012-01-04,2012-01-04,3,3,,,F,F
Muti 2014,2012-01-05,2012-01-05,1,1,,,F,F
Muti 2014,2012-01-06,2012-01-06,0,0,,,F,F
"Imanishi 2014, Dzivaresekwa",2011-10-01,2011-10-31,40,40,,,T,F
"Imanishi 2014, Dzivaresekwa",2011-11-01,2011-11-30,273,273,,,T,F
"Imanishi 2014, Dzivaresekwa",2011-12-01,2011-12-31,256,256,,,T,F
"Imanishi 2014, Dzivaresekwa",2012-01-01,2012-01-31,132,132,,,T,F
"Imanishi 2014, Dzivaresekwa",2012-02-01,2012-02-29,137,137,,,T,F
"Imanishi 2014, Dzivaresekwa",2012-03-01,2012-03-31,115,115,,,T,F
"Imanishi 2014, Dzivaresekwa",2012-04-01,2012-04-30,66,66,,,T,F
"Imanishi 2014, Kuwadzana",2011-11-01,2011-11-30,36,36,,,T,F
"Imanishi 2014, Kuwadzana",2011-12-01,2011-12-31,57,57,,,T,F
"Imanishi 2014, Kuwadzana",2012-01-01,2012-01-31,979,979,,,T,F
"Imanishi 2014, Kuwadzana",2012-02-01,2012-02-29,537,537,,,T,F
"Imanishi 2014, Kuwadzana",2012-03-01,2012-03-31,233,233,,,T,F
"Imanishi 2014, Kuwadzana",2012-04-01,2012-04-30,97,97,,,T,F
Michel 2005,2001-08-23,2001-08-23,2,2,0,,T,F
Michel 2005,2001-08-24,2001-08-24,0,0,0,,T,F
Michel 2005,2001-08-25,2001-08-25,0,0,0,,T,F
Michel 2005,2001-08-26,2001-08-26,0,0,0,,T,F
Michel 2005,2001-08-27,2001-08-27,1,0,1,,T,F
Michel 2005,2001-08-28,2001-08-28,1,0,1,,T,F
Michel 2005,2001-08-29,2001-08-29,0,0,0,,T,F
Michel 2005,2001-08-30,2001-08-30,2,0,2,,T,F
Michel 2005,2001-08-31,2001-08-31,0,0,0,,T,F
Michel 2005,2001-09-01,2001-09-01,2,0,2,,T,F
Michel 2005,2001-09-02,2001-09-02,0,0,0,,T,F
Michel 2005,2001-09-03,2001-09-03,1,1,0,,T,F
Michel 2005,2001-09-04,2001-09-04,1,0,1,,T,F
Michel 2005,2001-09-05,2001-09-05,1,0,1,,T,F
Michel 2005,2001-09-06,2001-09-06,2,0,2,,T,F
Michel 2005,2001-09-07,2001-09-07,3,2,1,,T,F
Michel 2005,2001-09-08,2001-09-08,3,2,1,,T,F
Michel 2005,2001-09-09,2001-09-09,0,0,0,,T,F
Michel 2005,2001-09-10,2001-09-10,2,2,0,,T,F
Michel 2005,2001-09-11,2001-09-11,0,0,0,,T,F
Michel 2005,2001-09-12,2001-09-12,2,0,2,,T,F
Michel 2005,2001-09-13,2001-09-13,0,0,0,,T,F
Michel 2005,2001-09-14,2001-09-14,0,0,0,,T,F
Michel 2005,2001-09-15,2001-09-15,0,0,0,,T,F
Michel 2005,2001-09-16,2001-09-16,0,0,0,,T,F
Michel 2005,2001-09-17,2001-09-17,1,1,0,,T,F
Keddy 2011,2005-08-31,2005-08-31,1,1,,,F,F
Keddy 2011,2005-09-01,2005-09-01,1,1,,,F,F
Keddy 2011,2005-09-02,2005-09-02,5,5,,,F,F
Keddy 2011,2005-09-03,2005-09-03,6,6,,,F,F
Keddy 2011,2005-09-04,2005-09-04,5,5,,,F,F
Keddy 2011,2005-09-05,2005-09-05,7,7,,,F,F
Keddy 2011,2005-09-06,2005-09-06,18,18,,,F,F
Keddy 2011,2005-09-07,2005-09-07,34,34,,,F,F
Keddy 2011,2005-09-08,2005-09-08,45,45,,,F,F
Keddy 2011,2005-09-09,2005-09-09,46,46,,,F,F
Keddy 2011,2005-09-10,2005-09-10,44,44,,,F,F
Keddy 2011,2005-09-11,2005-09-11,63,63,,,F,F
Keddy 2011,2005-09-12,2005-09-12,36,36,,,F,F
Keddy 2011,2005-09-13,2005-09-13,68,68,,,F,F
Keddy 2011,2005-09-14,2005-09-14,31,31,,,F,F
Keddy 2011,2005-09-15,2005-09-15,38,38,,,F,F
Keddy 2011,2005-09-16,2005-09-16,31,31,,,F,F
Keddy 2011,2005-09-17,2005-09-17,16,16,,,F,F
Keddy 2011,2005-09-18,2005-09-18,3,3,,,F,F
Keddy 2011,2005-09-19,2005-09-19,20,20,,,F,F
Keddy 2011,2005-09-20,2005-09-20,2,2,,,F,F
Bayram 2011,2008-10-16,2008-10-16,2,0,2,,F,F
Bayram 2011,2008-10-17,2008-10-17,31,23,8,,F,F
Bayram 2011,2008-10-18,2008-10-18,48,39,9,,F,F
Bayram 2011,2008-10-19,2008-10-19,169,149,20,,F,F
Bayram 2011,2008-10-20,2008-10-20,141,127,14,,F,F
Bayram 2011,2008-10-21,2008-10-21,109,98,11,,F,F
Bayram 2011,2008-10-22,2008-10-22,78,69,9,,F,F
Bayram 2011,2008-10-23,2008-10-23,60,53,7,,F,F
Bayram 2011,2008-10-24,2008-10-24,49,43,6,,F,F
Bayram 2011,2008-10-25,2008-10-25,15,14,1,,F,F
Bayram 2011,2008-10-26,2008-10-26,10,8,2,,F,F
Bayram 2011,2008-10-27,2008-10-27,11,10,1,,F,F
Bayram 2011,2008-10-28,2008-10-28,7,0,0,,F,F
Bayram 2011,2008-10-29,2008-10-29,3,0,0,,F,F
Cherian 2015,2013-06-30,2013-07-06,3,,3,,F,F
Cherian 2015,2013-07-07,2013-07-13,4,,4,,F,F
Cherian 2015,2013-07-14,2013-07-20,2,,2,,F,F
Hu 2022,2016-01-21,2016-01-25,1,1,,,F,F
Hu 2022,2016-01-26,2016-01-30,0,0,,,F,F
Hu 2022,2016-01-31,2016-02-04,0,0,,,F,F
Hu 2022,2016-02-05,2016-02-09,0,0,,,F,F
Hu 2022,2016-02-10,2016-02-14,2,2,,,F,F
Hu 2022,2016-02-15,2016-02-19,0,0,,,F,F
Hu 2022,2016-02-20,2016-02-24,0,0,,,F,F
Hu 2022,2016-02-25,2016-02-29,0,0,,,F,F
Hu 2022,2016-03-01,2016-03-05,0,0,,,F,F
Hu 2022,2016-03-06,2016-03-10,0,0,,,F,F
Hu 2022,2016-03-11,2016-03-15,0,0,,,F,F
Hu 2022,2016-03-16,2016-03-20,0,0,,,F,F
Hu 2022,2016-03-21,2016-03-25,0,0,,,F,F
Hu 2022,2016-03-26,2016-03-30,1,1,,,F,F
Hu 2022,2016-03-31,2016-04-04,1,1,,,F,F
Hu 2022,2016-04-05,2016-04-09,1,1,,,F,F
Hu 2022,2016-04-10,2016-04-14,0,0,,,F,F
Hu 2022,2016-04-15,2016-04-19,0,0,,,F,F
Hu 2022,2016-04-20,2016-04-24,0,0,,,F,F
Hu 2022,2016-04-25,2016-04-29,0,0,,,F,F
Hu 2022,2016-04-30,2016-05-04,2,2,,,F,F
Hu 2022,2016-05-05,2016-05-09,3,3,,,F,F
Hu 2022,2016-05-10,2016-05-14,3,3,,,F,F
Hu 2022,2016-05-15,2016-05-19,3,3,,,F,F
Hu 2022,2016-05-20,2016-05-24,9,9,,,F,F
Hu 2022,2016-05-25,2016-05-29,3,3,,,F,F
Hu 2022,2016-05-30,2016-06-03,2,2,,,F,F
Yousafzai 2019,2016-11-30,2016-12-06,3,,3,,F,F
Yousafzai 2019,2016-12-07,2016-12-13,1,,1,,F,F
Yousafzai 2019,2016-12-14,2016-12-20,2,,2,,F,F
Yousafzai 2019,2016-12-21,2016-12-27,5,,5,,F,F
Yousafzai 2019,2016-12-28,2017-01-03,8,,8,,F,F
Yousafzai 2019,2017-01-04,2017-01-10,8,,8,,F,F
Yousafzai 2019,2017-01-11,2017-01-17,5,,5,,F,F
Yousafzai 2019,2017-01-18,2017-01-24,3,,3,,F,F
Yousafzai 2019,2017-01-25,2017-01-31,7,,7,,F,F
Yousafzai 2019,2017-02-01,2017-02-07,4,,4,,F,F
Yousafzai 2019,2017-02-08,2017-02-14,5,,5,,F,F
Yousafzai 2019,2017-02-15,2017-02-21,7,,7,,F,F
Yousafzai 2019,2017-02-22,2017-02-28,10,,10,,F,F
Yousafzai 2019,2017-03-01,2017-03-07,8,,8,,F,F
Yousafzai 2019,2017-03-08,2017-03-14,13,,13,,F,F
Yousafzai 2019,2017-03-15,2017-03-21,9,,9,,F,F
Yousafzai 2019,2017-03-22,2017-03-28,3,,3,,F,F
Hechaichi 2023,2016-06-23,2016-06-23,1,0,1,0,T,F
Hechaichi 2023,2016-06-24,2016-06-24,4,4,0,0,T,F
Hechaichi 2023,2016-06-25,2016-06-25,5,4,1,0,T,F
Hechaichi 2023,2016-06-26,2016-06-26,3,3,0,0,T,F
Hechaichi 2023,2016-06-27,2016-06-27,2,2,0,0,T,F
Hechaichi 2023,2016-06-28,2016-06-28,1,0,0,1,T,F
Hechaichi 2023,2016-06-29,2016-06-29,1,1,0,0,T,F
Hechaichi 2023,2016-06-30,2016-06-30,1,0,1,0,T,F
Hechaichi 2023,2016-07-01,2016-07-01,2,1,1,0,T,F
Hechaichi 2023,2016-07-02,2016-07-02,3,0,3,0,T,F
Hechaichi 2023,2016-07-03,2016-07-03,2,1,1,0,T,F
Hechaichi 2023,2016-07-04,2016-07-04,4,2,2,0,T,F
Hechaichi 2023,2016-07-05,2016-07-05,4,0,2,2,T,F
Hechaichi 2023,2016-07-06,2016-07-06,6,1,5,0,T,F
Hechaichi 2023,2016-07-07,2016-07-07,5,1,3,1,T,F
Hechaichi 2023,2016-07-08,2016-07-08,6,2,4,0,T,F
Hechaichi 2023,2016-07-09,2016-07-09,3,1,2,0,T,F
Hechaichi 2023,2016-07-10,2016-07-10,4,2,2,0,T,F
Hechaichi 2023,2016-07-11,2016-07-11,2,0,2,0,T,F
Hechaichi 2023,2016-07-12,2016-07-12,3,1,2,0,T,F
Hechaichi 2023,2016-07-13,2016-07-13,3,0,3,0,T,F
Hechaichi 2023,2016-07-14,2016-07-14,4,1,3,0,T,F
Hechaichi 2023,2016-07-15,2016-07-15,5,2,1,2,T,F
Hechaichi 2023,2016-07-16,2016-07-16,6,3,1,2,T,F
Hechaichi 2023,2016-07-17,2016-07-17,9,3,3,3,T,F
Hechaichi 2023,2016-07-18,2016-07-18,14,5,7,2,T,F
Hechaichi 2023,2016-07-19,2016-07-19,9,4,2,3,T,F
Hechaichi 2023,2016-07-20,2016-07-20,6,4,2,0,T,F
Hechaichi 2023,2016-07-21,2016-07-21,4,2,1,1,T,F
