study_id,start_date,end_date,total_cases,suspected_cases,confirmed_cases,probable_cases,date_onset,date_confirmation
Hechaichi 2023,2016-07-22,2016-07-22,5,3,1,1,T,F
Hechaichi 2023,2016-07-23,2016-07-23,4,2,1,1,T,F
Hechaichi 2023,2016-07-24,2016-07-24,2,2,0,0,T,F
Hechaichi 2023,2016-07-25,2016-07-25,1,0,0,1,T,F
Hechaichi 2023,2016-07-26,2016-07-26,2,1,0,1,T,F
Hechaichi 2023,2016-07-27,2016-07-27,6,2,1,3,T,F
Hechaichi 2023,2016-07-28,2016-07-28,4,2,1,1,T,F
Hechaichi 2023,2016-07-29,2016-07-29,2,0,1,1,T,F
Hechaichi 2023,2016-07-30,2016-07-30,1,1,0,0,T,F
Hechaichi 2023,2016-07-31,2016-07-31,3,2,1,0,T,F
Hechaichi 2023,2016-08-01,2016-08-01,6,3,1,2,T,F
Hechaichi 2023,2016-08-02,2016-08-02,2,1,1,0,T,F
Hechaichi 2023,2016-08-03,2016-08-03,1,1,0,0,T,F
Hechaichi 2023,2016-08-04,2016-08-04,1,0,1,0,T,F
Hechaichi 2023,2016-08-05,2016-08-05,1,1,0,0,T,F
Hechaichi 2023,2016-08-06,2016-08-06,1,1,0,0,T,F
Hechaichi 2023,2016-08-07,2016-08-07,1,0,1,0,T,F
Hechaichi 2023,2016-08-08,2016-08-08,1,1,0,0,T,F
Hechaichi 2023,2016-08-09,2016-08-09,1,1,0,0,T,F
Hechaichi 2023,2016-08-10,2016-08-10,1,0,1,0,T,F
Hechaichi 2023,2016-08-11,2016-08-11,1,1,0,0,T,F
Hechaichi 2023,2016-08-12,2016-08-12,1,0,1,0,T,F
Hechaichi 2023,2016-08-13,2016-08-13,1,0,1,0,T,F
Hechaichi 2023,2016-08-14,2016-08-14,2,2,0,0,T,F
Bano-Zaidi 2018,2018-07-18,2018-07-25,2,2,,,F,F
Bano-Zaidi 2018,2018-07-26,2018-08-02,0,0,,,F,F
Bano-Zaidi 2018,2018-08-03,2018-08-10,1,1,,,F,F
Bano-Zaidi 2018,2018-08-11,2018-08-18,2,2,,,F,F
Bano-Zaidi 2018,2018-08-19,2018-08-26,4,4,,,F,F
Bano-Zaidi 2018,2018-08-27,2018-09-03,7,7,,,F,F
Bano-Zaidi 2018,2018-09-04,2018-09-11,5,5,,,F,F
Bano-Zaidi 2018,2018-09-12,2018-09-19,5,5,,,F,F
Bano-Zaidi 2018,2018-09-20,2018-09-27,8,8,,,F,F
Bano-Zaidi 2018,2018-09-28,2018-10-05,9,9,,,F,F
Bano-Zaidi 2018,2018-10-06,2018-10-13,8,8,,,F,F
Bano-Zaidi 2018,2018-10-14,2018-10-21,12,12,,,F,F
Bano-Zaidi 2018,2018-10-22,2018-10-29,9,9,,,F,F
Bano-Zaidi 2018,2018-10-30,2018-11-06,9,9,,,F,F
Bano-Zaidi 2018,2018-11-07,2018-11-14,4,4,,,F,F
Bano-Zaidi 2018,2018-11-15,2018-11-22,4,4,,,F,F
Bano-Zaidi 2018,2018-11-23,2018-11-30,4,4,,,F,F
Bano-Zaidi 2018,2018-12-01,2018-12-08,3,3,,,F,F
Bano-Zaidi 2018,2018-12-09,2018-12-16,0,0,,,F,F
Bano-Zaidi 2018,2018-12-17,2018-12-24,0,0,,,F,F
Bano-Zaidi 2018,2018-12-25,2019-01-01,2,2,,,F,F
Bano-Zaidi 2018,2019-01-02,2019-01-09,1,1,,,F,F
Bano-Zaidi 2018,2019-01-10,2019-01-17,2,2,,,F,F
Bano-Zaidi 2018,2019-01-18,2019-01-25,1,1,,,F,F
Bano-Zaidi 2018,2019-01-26,2019-02-02,1,1,,,F,F
Bano-Zaidi 2018,2019-02-03,2019-02-10,0,0,,,F,F
Bano-Zaidi 2018,2019-02-11,2019-02-18,0,0,,,F,F
Bano-Zaidi 2018,2019-02-19,2019-02-26,0,0,,,F,F
Bano-Zaidi 2018,2019-02-27,2019-03-06,1,1,,,F,F
Bano-Zaidi 2018,2019-03-07,2019-03-14,0,0,,,F,F
Bano-Zaidi 2018,2019-03-15,2019-03-22,1,1,,,F,F
Bano-Zaidi 2018,2019-03-23,2019-03-30,0,0,,,F,F
Bano-Zaidi 2018,2019-03-31,2019-04-07,1,1,,,F,F
Bano-Zaidi 2018,2019-04-08,2019-04-15,0,0,,,F,F
Bano-Zaidi 2018,2019-04-16,2019-04-23,1,1,,,F,F
Bano-Zaidi 2018,2019-04-24,2019-05-01,1,1,,,F,F
Bano-Zaidi 2018,2019-05-02,2019-05-09,1,1,,,F,F
Bano-Zaidi 2018,2019-05-10,2019-05-17,0,0,,,F,F
Bano-Zaidi 2018,2019-05-18,2019-05-25,1,1,,,F,F
Makungo 2020,2017-11-05,2017-11-05,0,0,0,,T,F
Makungo 2020,2017-11-06,2017-11-06,1,0,1,,T,F
Makungo 2020,2017-11-07,2017-11-07,1,1,0,,T,F
Makungo 2020,2017-11-08,2017-11-08,0,0,0,,T,F
Makungo 2020,2017-11-09,2017-11-09,1,1,0,,T,F
Makungo 2020,2017-11-10,2017-11-10,0,0,0,,T,F
Makungo 2020,2017-11-11,2017-11-11,2,2,0,,T,F
Makungo 2020,2017-11-12,2017-11-12,7,7,0,,T,F
Makungo 2020,2017-11-13,2017-11-13,13,10,3,,T,F
Makungo 2020,2017-11-14,2017-11-14,3,3,0,,T,F
Makungo 2020,2017-11-15,2017-11-15,6,5,1,,T,F
Makungo 2020,2017-11-16,2017-11-16,7,6,1,,T,F
Makungo 2020,2017-11-17,2017-11-17,8,8,0,,T,F
Makungo 2020,2017-11-18,2017-11-18,2,2,0,,T,F
Makungo 2020,2017-11-19,2017-11-19,13,13,0,,T,F
Makungo 2020,2017-11-20,2017-11-20,4,4,0,,T,F
Makungo 2020,2017-11-21,2017-11-21,2,1,1,,T,F
Makungo 2020,2017-11-22,2017-11-22,1,1,0,,T,F
Makungo 2020,2017-11-23,2017-11-23,1,1,0,,T,F
Makungo 2020,2017-11-24,2017-11-24,1,1,0,,T,F
Makungo 2020,2017-11-25,2017-11-25,1,1,0,,T,F
Makungo 2020,2017-11-26,2017-11-26,1,1,0,,T,F
Makungo 2020,2017-11-27,2017-11-27,1,1,0,,T,F
Makungo 2020,2017-11-28,2017-11-28,1,1,0,,T,F
Makungo 2020,2017-11-29,2017-11-29,0,0,0,,T,F
Makungo 2020,2017-11-30,2017-11-30,2,2,0,,T,F
Makungo 2020,2017-12-01,2017-12-01,0,0,0,,T,F
Makungo 2020,2017-12-02,2017-12-02,2,2,0,,T,F
Makungo 2020,2017-12-03,2017-12-03,0,0,0,,T,F
Makungo 2020,2017-12-04,2017-12-04,1,1,0,,T,F
Makungo 2020,2017-12-05,2017-12-05,0,0,0,,T,F
Makungo 2020,2017-12-06,2017-12-06,0,0,0,,T,F
Makungo 2020,2017-12-07,2017-12-07,0,0,0,,T,F
Makungo 2020,2017-12-08,2017-12-08,0,0,0,,T,F
Makungo 2020,2017-12-09,2017-12-09,0,0,0,,T,F
Makungo 2020,2017-12-10,2017-12-10,0,0,0,,T,F
Makungo 2020,2017-12-11,2017-12-11,0,0,0,,T,F
Makungo 2020,2017-12-12,2017-12-12,0,0,0,,T,F
Makungo 2020,2017-12-13,2017-12-13,1,1,0,,T,F
Makungo 2020,2017-12-14,2017-12-14,0,0,0,,T,F
Makungo 2020,2017-12-15,2017-12-15,0,0,0,,T,F
Makungo 2020,2017-12-16,2017-12-16,0,0,0,,T,F
Makungo 2020,2017-12-17,2017-12-17,0,0,0,,T,F
Makungo 2020,2017-12-18,2017-12-18,0,0,0,,T,F
Makungo 2020,2017-12-19,2017-12-19,0,0,0,,T,F
Makungo 2020,2017-12-20,2017-12-20,0,0,0,,T,F
Makungo 2020,2017-12-21,2017-12-21,0,0,0,,T,F
Makungo 2020,2017-12-22,2017-12-22,0,0,0,,T,F
Makungo 2020,2017-12-23,2017-12-23,1,1,0,,T,F
Makungo 2020,2017-12-24,2017-12-24,0,0,0,,T,F
Poncin 2022,2018-08-26,2018-09-01,2,2,,,T,F
Poncin 2022,2018-09-02,2018-09-08,8,8,,,T,F
Poncin 2022,2018-09-09,2018-09-15,47,47,,,T,F
Poncin 2022,2018-09-16,2018-09-22,86,86,,,T,F
Poncin 2022,2018-09-23,2018-09-29,37,37,,,T,F
Poncin 2022,2018-09-30,2018-10-06,52,52,,,T,F
Poncin 2022,2018-10-07,2018-10-13,128,128,,,T,F
Poncin 2022,2018-10-14,2018-10-20,122,122,,,T,F
Poncin 2022,2018-10-21,2018-10-27,82,82,,,T,F
Poncin 2022,2018-10-28,2018-11-03,94,94,,,T,F
Poncin 2022,2018-11-04,2018-11-10,89,89,,,T,F
Poncin 2022,2018-11-11,2018-11-17,76,76,,,T,F
Poncin 2022,2018-11-18,2018-11-24,61,61,,,T,F
Poncin 2022,2018-11-25,2018-12-01,77,77,,,T,F
Poncin 2022,2018-12-02,2018-12-08,149,149,,,T,F
Poncin 2022,2018-12-09,2018-12-15,139,139,,,T,F
Poncin 2022,2018-12-16,2018-12-22,211,211,,,T,F
Poncin 2022,2018-12-23,2018-12-29,139,139,,,T,F
Poncin 2022,2018-12-30,2019-01-05,59,59,,,T,F
Poncin 2022,2019-01-06,2019-01-12,61,61,,,T,F
Poncin 2022,2019-01-13,2019-01-19,21,21,,,T,F
Poncin 2022,2019-01-20,2019-01-26,51,51,,,T,F
Poncin 2022,2019-01-27,2019-02-02,56,56,,,T,F
Poncin 2022,2019-02-03,2019-02-09,36,36,,,T,F
Poncin 2022,2019-02-10,2019-02-16,39,39,,,T,F
Poncin 2022,2019-02-17,2019-02-23,45,45,,,T,F
Srinivasan 2022,2019-01-01,2019-01-31,0,,0,,F,F
Srinivasan 2022,2019-02-01,2019-02-28,7,,7,,F,F
Srinivasan 2022,2019-03-01,2019-03-31,1,,1,,F,F
Srinivasan 2022,2019-04-01,2019-04-30,11,,11,,F,F
Srinivasan 2022,2019-05-01,2019-05-31,22,,22,,F,F
Srinivasan 2022,2019-06-01,2019-06-30,18,,18,,F,F
Srinivasan 2022,2019-07-01,2019-07-31,5,,5,,F,F
Srinivasan 2022,2019-08-01,2019-08-31,8,,8,,F,F
Srinivasan 2022,2019-09-01,2019-09-30,4,,4,,F,F
Wang 2022 (1),2022-01-22,2022-01-22,1,1,,,T,F
Wang 2022 (1),2022-01-23,2022-01-23,0,0,,,T,F
Wang 2022 (1),2022-01-24,2022-01-24,1,1,,,T,F
Wang 2022 (1),2022-01-25,2022-01-25,1,1,,,T,F
Wang 2022 (1),2022-01-26,2022-01-26,2,2,,,T,F
Wang 2022 (1),2022-01-27,2022-01-27,1,1,,,T,F
Wang 2022 (1),2022-01-28,2022-01-28,0,0,,,T,F
Wang 2022 (1),2022-01-29,2022-01-29,0,0,,,T,F
Wang 2022 (1),2022-01-30,2022-01-30,1,1,,,T,F
Wang 2022 (1),2022-01-31,2022-01-31,1,1,,,T,F
Wang 2022 (1),2022-02-01,2022-02-01,1,1,,,T,F
Wang 2022 (1),2022-02-02,2022-02-02,2,2,,,T,F
Wang 2022 (1),2022-02-03,2022-02-03,1,1,,,T,F
Wang 2022 (1),2022-02-04,2022-02-04,3,3,,,T,F
Wang 2022 (1),2022-02-05,2022-02-05,1,1,,,T,F
Wang 2022 (1),2022-02-06,2022-02-06,0,0,,,T,F
Wang 2022 (1),2022-02-07,2022-02-07,1,1,,,T,F
Wang 2022 (1),2022-02-08,2022-02-08,2,2,,,T,F
Wang 2022 (1),2022-02-09,2022-02-09,0,0,,,T,F
Wang 2022 (1),2022-02-10,2022-02-10,0,0,,,T,F
Wang 2022 (1),2022-02-11,2022-02-11,2,2,,,T,F
Wang 2022 (1),2022-02-12,2022-02-12,1,1,,,T,F
Wang 2022 (1),2022-02-13,2022-02-13,1,1,,,T,F
Wang 2022 (1),2022-02-14,2022-02-14,0,0,,,T,F
Wang 2022 (1),2022-02-15,2022-02-15,0,0,,,T,F
Wang 2022 (1),2022-02-16,2022-02-16,0,0,,,T,F
Wang 2022 (1),2022-02-17,2022-02-17,0,0,,,T,F
Wang 2022 (1),2022-02-18,2022-02-18,0,0,,,T,F
Wang 2022 (1),2022-02-19,2022-02-19,0,0,,,T,F
Wang 2022 (1),2022-02-20,2022-02-20,0,0,,,T,F
Wang 2022 (1),2022-02-21,2022-02-21,0,0,,,T,F
Wang 2022 (1),2022-02-22,2022-02-22,0,0,,,T,F
Wang 2022 (1),2022-02-23,2022-02-23,0,0,,,T,F
Wang 2022 (1),2022-02-24,2022-02-24,0,0,,,T,F
Wang 2022 (2),2022-01-22,2022-01-22,0,,0,,F,T
Wang 2022 (2),2022-01-23,2022-01-23,0,,0,,F,T
Wang 2022 (2),2022-01-24,2022-01-24,0,,0,,F,T
Wang 2022 (2),2022-01-25,2022-01-25,0,,0,,F,T
Wang 2022 (2),2022-01-26,2022-01-26,0,,0,,F,T
Wang 2022 (2),2022-01-27,2022-01-27,0,,0,,F,T
Wang 2022 (2),2022-01-28,2022-01-28,0,,0,,F,T
Wang 2022 (2),2022-01-29,2022-01-29,0,,0,,F,T
Wang 2022 (2),2022-01-30,2022-01-30,0,,0,,F,T
Wang 2022 (2),2022-01-31,2022-01-31,0,,0,,F,T
Wang 2022 (2),2022-02-01,2022-02-01,0,,0,,F,T
Wang 2022 (2),2022-02-02,2022-02-02,1,,1,,F,T
Wang 2022 (2),2022-02-03,2022-02-03,0,,0,,F,T
Wang 2022 (2),2022-02-04,2022-02-04,1,,1,,F,T
Wang 2022 (2),2022-02-05,2022-02-05,0,,0,,F,T
Wang 2022 (2),2022-02-06,2022-02-06,2,,2,,F,T
Wang 2022 (2),2022-02-07,2022-02-07,1,,1,,F,T
Wang 2022 (2),2022-02-08,2022-02-08,0,,0,,F,T
Wang 2022 (2),2022-02-09,2022-02-09,0,,0,,F,T
Wang 2022 (2),2022-02-10,2022-02-10,1,,1,,F,T
Wang 2022 (2),2022-02-11,2022-02-11,2,,2,,F,T
Wang 2022 (2),2022-02-12,2022-02-12,0,,0,,F,T
Wang 2022 (2),2022-02-13,2022-02-13,0,,0,,F,T
Wang 2022 (2),2022-02-14,2022-02-14,2,,2,,F,T
Wang 2022 (2),2022-02-15,2022-02-15,0,,0,,F,T
Wang 2022 (2),2022-02-16,2022-02-16,6,,6,,F,T
Wang 2022 (2),2022-02-17,2022-02-17,5,,5,,F,T
Wang 2022 (2),2022-02-18,2022-02-18,1,,1,,F,T
Wang 2022 (2),2022-02-19,2022-02-19,0,,0,,F,T
Wang 2022 (2),2022-02-20,2022-02-20,0,,0,,F,T
Wang 2022 (2),2022-02-21,2022-02-21,0,,0,,F,T
Wang 2022 (2),2022-02-22,2022-02-22,0,,0,,F,T
Wang 2022 (2),2022-02-23,2022-02-23,0,,0,,F,T
Wang 2022 (2),2022-02-24,2022-02-24,1,,1,,F,T
Nimonkar 2022,2019-03-27,2019-03-27,1,,1,,F,F
Nimonkar 2022,2019-03-28,2019-03-28,0,,0,,F,F
Nimonkar 2022,2019-03-29,2019-03-29,1,,1,,F,F
Nimonkar 2022,2019-03-30,2019-03-30,0,,0,,F,F
Nimonkar 2022,2019-03-31,2019-03-31,0,,0,,F,F
Nimonkar 2022,2019-04-01,2019-04-01,0,,0,,F,F
Nimonkar 2022,2019-04-02,2019-04-02,0,,0,,F,F
Nimonkar 2022,2019-04-03,2019-04-03,0,,0,,F,F
Nimonkar 2022,2019-04-04,2019-04-04,4,,4,,F,F
Nimonkar 2022,2019-04-05,2019-04-05,0,,0,,F,F
Nimonkar 2022,2019-04-06,2019-04-06,0,,0,,F,F
Nimonkar 2022,2019-04-07,2019-04-07,6,,6,,F,F
Nimonkar 2022,2019-04-08,2019-04-08,0,,0,,F,F
Nimonkar 2022,2019-04-09,2019-04-09,0,,0,,F,F
Nimonkar 2022,2019-04-10,2019-04-10,0,,0,,F,F
Nimonkar 2022,2019-04-11,2019-04-11,15,,15,,F,F
Nimonkar 2022,2019-04-12,2019-04-12,0,,0,,F,F
Nimonkar 2022,2019-04-13,2019-04-13,0,,0,,F,F
Nimonkar 2022,2019-04-14,2019-04-14,0,,0,,F,F
Nimonkar 2022,2019-04-15,2019-04-15,0,,0,,F,F
Nimonkar 2022,2019-04-16,2019-04-16,0,,0,,F,F
Nimonkar 2022,2019-04-17,2019-04-17,0,,0,,F,F
Nimonkar 2022,2019-04-18,2019-04-18,13,,13,,F,F
Nimonkar 2022,2019-04-19,2019-04-19,0,,0,,F,F
Nimonkar 2022,2019-04-20,2019-04-20,0,,0,,F,F
Nimonkar 2022,2019-04-21,2019-04-21,12,,12,,F,F
Nimonkar 2022,2019-04-22,2019-04-22,0,,0,,F,F
Nimonkar 2022,2019-04-23,2019-04-23,0,,0,,F,F
Nimonkar 2022,2019-04-24,2019-04-24,10,,10,,F,F
Nimonkar 2022,2019-04-25,2019-04-25,0,,0,,F,F
Nimonkar 2022,2019-04-26,2019-04-26,0,,0,,F,F
Nimonkar 2022,2019-04-27,2019-04-27,0,,0,,F,F
Nimonkar 2022,2019-04-28,2019-04-28,6,,6,,F,F
Nimonkar 2022,2019-04-29,2019-04-29,0,,0,,F,F
Nimonkar 2022,2019-04-30,2019-04-30,0,,0,,F,F
Nimonkar 2022,2019-05-01,2019-05-01,0,,0,,F,F
Nimonkar 2022,2019-05-02,2019-05-02,0,,0,,F,F
Nimonkar 2022,2019-05-03,2019-05-03,0,,0,,F,F
Nimonkar 2022,2019-05-04,2019-05-04,0,,0,,F,F
Nimonkar 2022,2019-05-05,2019-05-05,3,,3,,F,F
Nimonkar 2022,2019-05-06,2019-05-06,0,,0,,F,F
Nimonkar 2022,2019-05-07,2019-05-07,0,,0,,F,F
Nimonkar 2022,2019-05-08,2019-05-08,0,,0,,F,F
Nimonkar 2022,2019-05-09,2019-05-09,3,,3,,F,F
Nimonkar 2022,2019-05-10,2019-05-10,0,,0,,F,F
Nimonkar 2022,2019-05-11,2019-05-11,0,,0,,F,F
Nimonkar 2022,2019-05-12,2019-05-12,0,,0,,F,F
Nimonkar 2022,2019-05-13,2019-05-13,0,,0,,F,F
Nimonkar 2022,2019-05-14,2019-05-14,0,,0,,F,F
Nimonkar 2022,2019-05-15,2019-05-15,1,,1,,F,F
Muehlen 2007,2004-06-08,2004-06-08,1,0,1,0,T,F
Muehlen 2007,2004-06-09,2004-06-09,0,0,0,0,T,F
Muehlen 2007,2004-06-10,2004-06-10,0,0,0,0,T,F
Muehlen 2007,2004-06-11,2004-06-11,0,0,0,0,T,F
Muehlen 2007,2004-06-12,2004-06-12,2,1,1,0,T,F
Muehlen 2007,2004-06-13,2004-06-13,2,0,2,0,T,F
Muehlen 2007,2004-06-14,2004-06-14,1,0,0,1,T,F
Muehlen 2007,2004-06-15,2004-06-15,0,0,0,0,T,F
Scobie 2014,2008-01-01,2008-01-31,64,,64,,F,T
Scobie 2014,2008-02-01,2008-02-29,53,,53,,F,T
Scobie 2014,2008-03-01,2008-03-31,53,,53,,F,T
Scobie 2014,2008-04-01,2008-04-30,55,,55,,F,T
Scobie 2014,2008-05-01,2008-05-31,39,,39,,F,T
Scobie 2014,2008-06-01,2008-06-30,34,,34,,F,T
Scobie 2014,2008-07-01,2008-07-31,18,,19,,F,T
Scobie 2014,2008-08-01,2008-08-31,27,,27,,F,T
Scobie 2014,2008-09-01,2008-09-30,7,,7,,F,T
Scobie 2014,2008-10-01,2008-10-31,8,,8,,F,T
Scobie 2014,2008-11-01,2008-11-30,21,,20,,F,T
Scobie 2014,2008-12-01,2008-12-31,10,,10,,F,T
Scobie 2014,2009-01-01,2009-01-31,17,,17,,F,T
Scobie 2014,2009-02-01,2009-02-28,46,,46,,F,T
Scobie 2014,2009-03-01,2009-03-31,40,,40,,F,T
Scobie 2014,2009-04-01,2009-04-30,31,,31,,F,T
Scobie 2014,2009-05-01,2009-05-31,23,,23,,F,T
Scobie 2014,2009-06-01,2009-06-30,27,,27,,F,T
Scobie 2014,2009-07-01,2009-07-31,13,,13,,F,T
Scobie 2014,2009-08-01,2009-08-31,19,,19,,F,T
Scobie 2014,2009-09-01,2009-09-30,24,,24,,F,T
Scobie 2014,2009-10-01,2009-10-31,36,,36,,F,T
Scobie 2014,2009-11-01,2009-11-30,43,,43,,F,T
Scobie 2014,2009-12-01,2009-12-31,30,,31,,F,T
Scobie 2014,2010-01-01,2010-01-31,37,,37,,F,T
Scobie 2014,2010-02-01,2010-02-28,56,,55,,F,T
Scobie 2014,2010-03-01,2010-03-31,44,,44,,F,T
Scobie 2014,2010-04-01,2010-04-30,44,,44,,F,T
Scobie 2014,2010-05-01,2010-05-31,67,,67,,F,T
Scobie 2014,2010-06-01,2010-06-30,38,,39,,F,T
Scobie 2014,2010-07-01,2010-07-31,51,,50,,F,T
Scobie 2014,2010-08-01,2010-08-31,29,,29,,F,T
Scobie 2014,2010-09-01,2010-09-30,29,,29,,F,T
Scobie 2014,2010-10-01,2010-10-31,29,,29,,F,T
Scobie 2014,2010-11-01,2010-11-30,24,,23,,F,T
Scobie 2014,2010-12-01,2010-12-31,16,,16,,F,T
Scobie 2014,2011-01-01,2011-01-31,45,,45,,F,T
Scobie 2014,2011-02-01,2011-02-28,55,,55,,F,T
Scobie 2014,2011-03-01,2011-03-31,31,,31,,F,T
Scobie 2014,2011-04-01,2011-04-30,27,,27,,F,T
Scobie 2014,2011-05-01,2011-05-31,21,,21,,F,T
Scobie 2014,2011-06-01,2011-06-30,28,,28,,F,T
Scobie 2014,2011-07-01,2011-07-31,27,,27,,F,T
Scobie 2014,2011-08-01,2011-08-31,29,,29,,F,T
Scobie 2014,2011-09-01,2011-09-30,28,,28,,F,T
Scobie 2014,2011-10-01,2011-10-31,23,,23,,F,T
Scobie 2014,2011-11-01,2011-11-30,35,,35,,F,T
Scobie 2014,2011-12-01,2011-12-31,31,,31,,F,T
